comment_text,cleaned_comment,Label
"America 😮
You certainly have picked a pickled pepper.
Hot, acidic and leaves a bad taste 😮
America, in short have a man child as a leader.
A very, very, spoilt brat 😮
I wish the normal sane people of America, good luck.
You're all gonna need it 🙏🙏","america 
you certainly have picked a pickled pepper
hot acidic and leaves a bad taste 
america in short have a man child as a leader
a very very spoilt brat 
i wish the normal sane people of america good luck
youre all gonna need it",2
Trumpstein 🤢🤮,trumpstein,2
Epstein files - put them all out,epstein files  put them all out,1
Operation Epic Failure 🤣,operation epic failure,1
"Trump has called NATO members cowards 😮
Is Trump on the front lines of the conflict?
No. He's a coward with a big military stick.
Unfortunately the American people are paying the price for this unstable person.
Foremost, his promises to the American people haven't materialised.
Fiscal policy has gone out of the window.
The peace maker has become a war lord and the only ones who are going to face the long term consequences is the American people 😮😢","trump has called nato members cowards 
is trump on the front lines of the conflict?
no hes a coward with a big military stick
unfortunately the american people are paying the price for this unstable person
foremost his promises to the american people havent materialised
fiscal policy has gone out of the window
the peace maker has become a war lord and the only ones who are going to face the long term consequences is the american people",2
Iran just figured out how to track and shoot down F-35s so I think I hear them laughing at Trump right now. It is time to sell your US T-bills.,iran just figured out how to track and shoot down f35s so i think i hear them laughing at trump right now it is time to sell your us tbills,1
What blatant ignorance! You have to be pretty stupid to fall for it.,what blatant ignorance! you have to be pretty stupid to fall for it,2
Trump . . . Open the strait of Hormuz within 48 hours or I will hold my breath until my face turns blue.   You have been warned.  I’ve just been kidding around up to this point.,trump    open the strait of hormuz within 48 hours or i will hold my breath until my face turns blue   you have been warned  ive just been kidding around up to this point,2
""" ´Cause I didn´t mean to hurt him
  Coulda been somebody´s son."" Who's that?","cause i didnt mean to hurt him
  coulda been somebodys son whos that?",1
What am I watching???  Y’all don’t have a clue. 🕵️,what am i watching???  yall dont have a clue,1
I have a feeling that Trumps red line will be a parallel opposite to Obamas red line in Syria,i have a feeling that trumps red line will be a parallel opposite to obamas red line in syria,1
Trump signs new law banning all anti-semitic missiles.,trump signs new law banning all antisemitic missiles,1
OBEY.  IRAN DOES NOT CARE HOW MUCH DESTRUCTION THEY SUFFER.  REPARATIONS TO PAY FOR IT IS ALREADY IN PLACE.  HOW MUCH ENRICHED URANIUM WAS ONSITE AT THE GIRLL’S SCHOOL YOU “OBLITERATED”.  Sequential missiles.  Two Tomahawks against unarmed little girls.  Really?  War criminal.,obey  iran does not care how much destruction they suffer  reparations to pay for it is already in place  how much enriched uranium was onsite at the girlls school you obliterated  sequential missiles  two tomahawks against unarmed little girls  really?  war criminal,1
Wow,wow,1
"The master 'dealmaker' just lifted sanctions on Iran and the Iranians said they don't even care about them.
He truly is one of the dealmakers of all times.","the master dealmaker just lifted sanctions on iran and the iranians said they dont even care about them
he truly is one of the dealmakers of all times",1
United States will do nothing just like they're doing now,united states will do nothing just like theyre doing now,1
Trump is desperate with treats like this.,trump is desperate with treats like this,2
I'm surprised to see so many Fox News viewers unhappy with Trump. I thought all of yall were brainwashed beyond repair. Glad to see I might have been wrong.,im surprised to see so many fox news viewers unhappy with trump i thought all of yall were brainwashed beyond repair glad to see i might have been wrong,1
"That'll show them! If not, he might need to go so far as to ban Iran from the World Cup.",thatll show them! if not he might need to go so far as to ban iran from the world cup,1
"US produce weak blood. First Japan, then Vietnam, then Afghanistan and now Iran.
All this with the highest military spending in the world. Such losers.😂","us produce weak blood first japan then vietnam then afghanistan and now iran
all this with the highest military spending in the world such losers",
these types are illegal and aren't supposed to be yet alone be in charge of anyone,these types are illegal and arent supposed to be yet alone be in charge of anyone,
Now I'm going to make stuff really dwelling precise and accurate to wherever there is a problem,now im going to make stuff really dwelling precise and accurate to wherever there is a problem,
how pathetic these other countries are for not helping they should be ashamed.,how pathetic these other countries are for not helping they should be ashamed,
"We can pound Iran to a pile of sand…the regime will not “surrender”.  The regime is in a corner with all options leading to one outcome.  They would rather go down in a hail of bullets, destroying the country vs surrender.",we can pound iran to a pile of sandthe regime will not surrender  the regime is in a corner with all options leading to one outcome  they would rather go down in a hail of bullets destroying the country vs surrender,
Where are all the boot lickers in the comments praising Donald Trump?,where are all the boot lickers in the comments praising donald trump?,
Fox News is mostly LIES!,fox news is mostly lies!,
"the world should ask for reparations from the USA for the illegal war.

UK - $5 trillion.
EU  $25 trillion
Ukraine $10 trillion
Iran $5 trillion
Greenland $1 trillion
Canada $7.5 trillion.

ET etc","the world should ask for reparations from the usa for the illegal war

uk  5 trillion
eu  25 trillion
ukraine 10 trillion
iran 5 trillion
greenland 1 trillion
canada 75 trillion

et etc",
"President Trump is a Biblical Act of God. That's why all Democrats hate him, and us.",president trump is a biblical act of god thats why all democrats hate him and us,
trump dont care if any iranian neighbor get hit by iranian missile,trump dont care if any iranian neighbor get hit by iranian missile,
